date,hour,is_weekend_or_holiday,event_flag,name,current_crawds,weather_code,temperature,humidity,cloud,chance_of_rain
2024-07-15,12:00,1,0,,28.68,1009,24.5,72,100,45
2024-07-15,13:00,1,0,,18.32,1063,25.3,69,99,100
2024-07-15,14:00,1,1,"ディズニー・オン・アイス ""Find Your Gift"" ～東京公演～",10.18,1063,25.8,66,98,45
2024-07-15,15:00,1,0,,22.02,1240,26.2,65,100,100
2024-07-15,16:00,1,0,,27.2,1240,26.0,67,94,100
2024-07-15,17:00,1,0,,16.1,1240,25.6,69,83,100
2024-07-15,18:00,1,0,,7.22,1240,25.2,71,87,100
2024-07-15,19:00,1,0,,5.74,1240,24.7,74,81,100
2024-07-15,20:00,1,0,,5.0,1240,24.0,77,79,100
2024-07-15,21:00,1,0,,5.0,1240,23.5,78,53,100
2024-07-15,22:00,1,0,,5.0,1063,23.1,80,79,45
2024-07-16,10:00,0,0,,6.48,1009,23.4,78,100,0
2024-07-16,11:00,0,0,,5.0,1063,23.7,78,100,45
2024-07-16,12:00,0,0,,5.0,1063,23.9,77,100,45
2024-07-16,13:00,0,0,,6.48,1063,24.1,78,100,45
2024-07-16,14:00,0,0,,6.48,1153,24.0,79,100,100
2024-07-16,15:00,0,0,,6.48,1063,23.6,81,100,100
2024-07-16,16:00,0,0,,5.0,1153,23.3,83,100,100
2024-07-16,17:00,0,0,,5.0,1063,22.9,85,100,100
2024-07-16,18:00,0,0,,5.0,1063,22.7,86,100,45
2024-07-16,19:00,0,0,,5.0,1063,22.6,86,100,45
2024-07-16,20:00,0,0,,5.0,1063,22.5,87,100,100
2024-07-16,21:00,0,0,,5.0,1063,22.5,87,100,45
2024-07-16,22:00,0,0,,5.0,1153,22.5,88,100,100
2024-07-17,10:00,0,0,,5.0,1006,23.7,88,85,45
2024-07-17,11:00,0,0,,5.0,1006,24.6,84,80,45
2024-07-17,12:00,0,0,,5.0,1003,26.1,77,55,45
2024-07-18,10:00,0,0,,5.0,1000,28.8,66,18,0
2024-07-18,11:00,0,0,,5.0,1003,29.7,63,29,0
2024-07-18,12:00,0,0,,5.0,1000,30.5,59,21,0
2024-07-18,13:00,0,0,,5.0,1000,31.0,57,23,0
2024-07-18,14:00,0,0,,6.48,1000,31.1,56,18,0
2024-07-18,15:00,0,0,,5.0,1000,30.8,57,7,0
2024-07-18,16:00,0,0,,5.0,1000,30.3,59,3,0
2024-07-18,17:00,0,0,,5.0,1000,29.4,62,3,0
2024-07-18,18:00,0,0,,5.0,1000,28.7,67,6,0
2024-07-18,19:00,0,0,,6.48,1000,27.8,73,16,0
2024-07-18,20:00,0,0,,6.48,1003,27.3,77,33,0
2024-07-18,21:00,0,0,,6.48,1003,26.9,79,37,0
2024-07-18,22:00,0,0,,5.0,1003,26.7,80,50,0
2024-07-19,10:00,0,0,,5.0,1000,29.7,63,6,0
2024-07-19,11:00,0,0,,5.0,1000,30.4,59,6,0
2024-07-19,12:00,0,0,,6.48,1000,30.6,58,7,0
2024-07-19,13:00,0,0,,6.48,1000,30.7,58,7,0
2024-07-19,14:00,0,0,,6.48,1000,31.2,57,7,0
2024-07-19,15:00,0,0,,6.48,1000,31.5,58,13,0
2024-07-19,16:00,0,0,,6.48,1003,31.3,60,31,0
2024-07-19,17:00,0,0,,6.48,1003,30.7,64,46,0
2024-07-19,18:00,0,0,,6.48,1003,29.7,69,47,0
2024-07-19,19:00,0,0,,6.48,1003,29.0,73,45,0
2024-07-19,20:00,0,0,,6.48,1003,28.6,75,49,0
2024-07-19,21:00,0,0,,6.48,1003,28.3,77,46,0
2024-07-19,22:00,0,0,,5.0,1003,28.0,78,44,0
2024-07-20,10:00,1,0,,5.0,1003,28.7,75,58,0
2024-07-20,11:00,1,0,,6.48,1003,29.9,70,55,45
2024-07-20,12:00,1,0,,5.0,1003,30.8,66,32,45
2024-07-20,13:00,1,0,,6.48,1003,31.3,65,38,45
2024-07-20,14:00,1,0,,6.48,1000,31.4,64,10,45
2024-07-20,15:00,1,0,,8.7,1000,31.3,65,12,0
2024-07-20,16:00,1,0,,9.44,1063,30.8,66,78,45
2024-07-20,17:00,1,1,&TEAM,22.76,1063,30.4,68,70,100
2024-07-20,18:00,1,0,,30.9,1063,29.4,72,73,100
2024-07-20,19:00,1,0,,33.86,1243,28.2,79,76,100
2024-07-20,20:00,1,0,,26.46,1243,27.3,83,67,100
2024-07-20,21:00,1,0,,14.62,1246,26.0,89,75,100
2024-07-20,22:00,1,0,,6.48,1186,25.4,92,54,100
2024-07-21,10:00,1,0,,6.48,1000,30.7,60,13,0
2024-07-21,11:00,1,0,,8.7,1000,31.6,55,11,0
2024-07-21,12:00,1,1,&TEAM,19.06,1000,32.4,52,9,0
2024-07-21,13:00,1,0,,22.02,1000,32.8,52,9,0
2024-07-21,14:00,1,0,,14.62,1000,32.6,56,19,0
2024-07-21,15:00,1,0,,8.7,1000,32.3,59,23,0
2024-07-21,16:00,1,0,,8.7,1003,31.8,61,29,0
2024-07-21,17:00,1,1,&TEAM,22.02,1003,31.0,64,29,0
2024-07-21,18:00,1,0,,24.24,1003,30.2,68,32,0
2024-07-21,19:00,1,0,,24.24,1003,29.4,71,44,0
2024-07-21,20:00,1,0,,19.06,1003,28.9,74,32,0
2024-07-21,21:00,1,0,,8.7,1000,28.4,76,24,0
2024-07-21,22:00,1,0,,6.48,1000,28.1,78,22,0
2024-07-22,10:00,0,0,,5.0,1000,31.2,63,11,0
2024-07-22,11:00,0,0,,5.0,1000,32.1,60,8,0
2024-07-22,12:00,0,0,,5.0,1000,32.9,56,5,0
2024-07-22,13:00,0,0,,5.0,1000,33.5,54,12,0
2024-07-22,14:00,0,0,,5.0,1000,34.2,51,19,45
2024-07-22,15:00,0,0,,5.0,1000,34.3,51,19,45
2024-07-22,16:00,0,0,,5.0,1000,34.0,53,23,0
2024-07-22,17:00,0,0,,5.0,1000,33.1,57,22,0
2024-07-22,18:00,0,0,,5.0,1063,31.4,63,71,100
2024-07-22,19:00,0,0,,5.0,1063,29.3,73,70,100
2024-07-22,20:00,0,0,,5.0,1240,28.8,76,77,100
2024-07-22,21:00,0,0,,5.0,1243,27.9,81,72,100
2024-07-22,22:00,0,0,,5.0,1192,25.6,89,73,100
2024-07-23,10:00,0,0,,5.0,1000,31.5,58,5,0
2024-07-23,11:00,0,0,,5.0,1000,32.3,55,5,0
2024-07-23,12:00,0,0,,5.0,1000,33.0,54,5,0
2024-07-23,13:00,0,0,,5.0,1000,33.2,54,5,0
2024-07-23,14:00,0,1,有明アリーナスポーツフェス2024,5.0,1000,33.3,54,5,0
2024-07-23,15:00,0,0,,5.0,1000,33.0,56,5,0
2024-07-23,16:00,0,0,,5.0,1063,32.4,58,89,45
2024-07-23,17:00,0,0,,5.0,1063,31.3,63,83,100
2024-07-23,18:00,0,0,,5.0,1000,30.1,68,9,0
2024-07-23,19:00,0,0,,5.0,1063,29.1,73,82,100
2024-07-23,20:00,0,0,,5.0,1000,28.8,75,12,0
2024-07-23,21:00,0,0,,5.0,1000,28.6,75,11,0
2024-07-23,22:00,0,0,,5.0,1000,28.3,75,11,0
2024-07-24,10:00,0,0,,5.0,1000,30.8,61,10,0
2024-07-24,11:00,0,0,,5.0,1000,31.3,60,14,0
2024-07-24,12:00,0,0,,5.0,1000,32.5,57,10,0
2024-07-24,13:00,0,0,,5.0,1000,32.5,58,8,45
2024-07-24,14:00,0,0,,5.0,1000,32.3,58,8,0
2024-07-24,15:00,0,0,,5.0,1000,32.0,58,19,0
2024-07-24,16:00,0,0,,5.0,1063,31.7,59,81,45
2024-07-24,17:00,0,0,,5.0,1063,31.7,59,81,45
2024-07-24,18:00,0,0,,5.0,1000,31.3,61,12,0
2024-07-24,19:00,0,0,,5.0,1000,30.5,65,16,0
2024-07-24,20:00,0,0,,5.0,1000,30.1,67,24,0
2024-07-24,21:00,0,0,,5.0,1000,29.9,68,17,0
2024-07-24,22:00,0,0,,5.0,1087,29.5,70,30,0
2024-07-26,10:00,0,0,,5.0,1000,31.2,61,20,0
2024-07-26,11:00,0,0,,5.0,1000,31.8,60,18,0
2024-07-26,12:00,0,0,,5.0,1000,32.1,59,17,45
2024-07-26,13:00,0,0,,5.0,1000,31.8,61,16,45
2024-07-26,14:00,0,0,,5.0,1000,30.9,64,17,0
2024-07-26,15:00,0,0,,5.0,1000,31.5,61,16,45
2024-07-26,16:00,0,0,,5.0,1000,31.7,60,21,0
2024-07-26,17:00,0,0,,5.0,1003,31.0,63,29,0
2024-07-26,18:00,0,0,,5.0,1003,30.6,64,46,0
2024-07-26,19:00,0,0,,5.0,1003,30.2,66,47,0
2024-07-26,20:00,0,0,,5.0,1003,30.1,67,46,0
2024-07-26,21:00,0,0,,5.0,1063,29.9,68,82,45
2024-07-26,22:00,0,0,,5.0,1063,29.5,69,70,45
2024-07-28,10:00,1,0,,5.0,1000,31.0,62,17,0
2024-07-28,11:00,1,0,,5.0,1000,32.1,58,17,0
2024-07-28,12:00,1,0,,5.0,1000,33.0,54,14,0
2024-07-28,13:00,1,0,,5.0,1000,34.0,50,11,0
2024-07-28,14:00,1,0,,5.0,1000,34.4,49,22,0
2024-07-28,15:00,1,0,,5.0,1000,34.2,51,24,0
2024-07-28,16:00,1,0,,6.48,1003,33.6,53,26,0
2024-07-28,17:00,1,0,,5.0,1003,32.7,55,27,0
2024-07-28,18:00,1,0,,5.0,1003,31.7,58,34,0
2024-07-28,19:00,1,0,,5.0,1180,30.6,64,72,100
2024-07-28,20:00,1,0,,5.0,1063,29.9,68,89,45
2024-07-28,21:00,1,0,,5.0,1003,29.4,71,40,0
2024-07-28,22:00,1,0,,5.0,1003,29.2,72,29,0
2024-07-29,10:00,0,0,,5.0,1000,32.3,57,17,0
2024-07-29,11:00,0,0,,5.0,1000,32.8,55,14,0
2024-07-29,12:00,0,0,,5.0,1000,33.0,55,13,0
2024-07-29,13:00,0,0,,5.0,1063,33.1,54,77,45
2024-07-29,14:00,0,0,,5.0,1000,33.2,53,14,0
2024-07-29,15:00,0,0,,5.0,1000,33.0,53,17,0
2024-07-29,16:00,0,0,,5.0,1000,32.5,54,18,0
2024-07-29,17:00,0,0,,5.0,1000,31.8,56,17,0
2024-07-29,18:00,0,0,,5.0,1000,30.9,60,14,0
2024-07-29,19:00,0,0,,5.0,1063,30.1,63,74,45
2024-07-29,20:00,0,0,,5.0,1063,29.4,68,76,100
2024-07-29,21:00,0,0,,5.0,1063,28.6,74,85,45
2024-07-29,22:00,0,0,,5.0,1003,28.6,76,31,45
2024-07-30,10:00,0,0,,5.0,1000,33.3,51,6,0
2024-07-30,11:00,0,0,,5.0,1000,34.2,48,15,0
2024-07-30,12:00,0,0,,5.0,1003,35.1,45,36,0
2024-07-30,13:00,0,0,,7.22,1003,35.7,42,43,0
2024-07-30,14:00,0,0,,7.22,1003,35.8,42,46,0
2024-07-30,15:00,0,0,,7.22,1063,35.2,45,50,45
2024-07-30,16:00,0,0,,5.0,1180,32.5,55,81,100
2024-07-30,17:00,0,0,,5.0,1189,27.7,81,81,100
2024-07-30,18:00,0,0,,5.0,1240,28.1,77,59,100
2024-07-30,19:00,0,0,,5.0,1150,28.3,76,82,100
2024-07-30,20:00,0,0,,5.0,1063,28.0,77,61,45
2024-07-30,21:00,0,0,,5.0,1006,27.9,78,75,0
2024-07-30,22:00,0,0,,5.0,1063,28.0,77,100,45
2024-07-31,10:00,0,0,,5.0,1063,30.8,63,84,100
2024-07-31,11:00,0,0,,5.0,1003,31.6,60,28,0
2024-07-31,12:00,0,0,,5.0,1063,32.4,56,84,45
2024-07-31,13:00,0,0,,5.0,1063,33.2,53,69,45
2024-07-31,14:00,0,0,,5.0,1240,33.1,53,60,100
2024-07-31,15:00,0,0,,5.0,1063,31.1,61,72,100
2024-07-31,16:00,0,0,,5.0,1063,30.4,64,75,45
2024-07-31,17:00,0,0,,5.0,1180,30.4,64,59,100
2024-07-31,18:00,0,0,,5.0,1063,29.9,65,51,100
2024-07-31,19:00,0,0,,5.0,1063,29.4,67,71,100
2024-07-31,20:00,0,0,,5.0,1240,29.0,68,54,100
2024-07-31,21:00,0,0,,5.0,1240,28.6,69,54,100
2024-07-31,22:00,0,0,,5.0,1003,28.4,68,50,0
2024-08-01,10:00,0,0,,5.0,1000,30.2,59,24,0
2024-08-01,11:00,0,0,,5.0,1003,31.1,55,58,0
2024-08-01,12:00,0,0,,5.0,1003,32.2,51,28,0
2024-08-01,13:00,0,0,,5.0,1003,32.9,48,39,0
2024-08-01,14:00,0,0,,5.0,1003,33.4,47,33,0
2024-08-01,15:00,0,0,,5.0,1003,33.3,48,46,0
2024-08-01,16:00,0,0,,5.0,1003,32.8,50,55,0
2024-08-01,17:00,0,0,,5.0,1006,31.9,54,87,0
2024-08-01,18:00,0,0,,5.0,1003,30.6,58,47,0
2024-08-01,19:00,0,0,,5.0,1003,29.6,62,59,0
2024-08-01,20:00,0,0,,5.0,1003,28.7,65,33,0
2024-08-01,21:00,0,0,,5.0,1000,28.2,68,22,0
2024-08-01,22:00,0,0,,5.0,1003,27.8,71,28,0
2024-08-02,10:00,0,0,,7.22,1000,29.7,60,19,0
2024-08-02,11:00,0,0,,7.22,1003,30.8,56,39,0
2024-08-02,12:00,0,0,,7.22,1003,31.9,52,26,0
2024-08-02,13:00,0,0,,7.22,1000,32.9,49,12,0
2024-08-02,14:00,0,0,,7.22,1000,33.3,48,22,0
2024-08-02,15:00,0,0,,7.22,1000,32.7,52,15,0
2024-08-02,16:00,0,0,,7.22,1000,32.1,54,16,0
2024-08-03,10:00,1,0,,5.0,1000,29.9,57,16,0
2024-08-03,11:00,1,0,,5.0,1000,30.9,54,14,0
2024-08-03,12:00,1,0,,8.7,1000,32.0,51,23,0
2024-08-03,13:00,1,0,,14.62,1000,32.8,50,21,0
2024-08-03,14:00,1,1,TREASURE,20.54,1003,33.3,50,39,0
2024-08-03,15:00,1,0,,22.76,1003,32.4,53,42,0
2024-08-03,16:00,1,0,,16.84,1000,31.2,56,17,0
2024-08-03,17:00,1,0,,13.14,1000,30.5,58,14,0
2024-08-03,18:00,1,0,,10.92,1000,30.0,60,16,0
2024-08-03,19:00,1,1,TREASURE,14.62,1000,29.3,63,22,0
2024-08-03,20:00,1,0,,16.84,1003,28.6,65,27,0
2024-08-03,21:00,1,0,,14.62,1003,28.0,67,28,0
2024-08-03,22:00,1,0,,8.7,1003,27.5,68,28,0
2024-08-04,10:00,1,0,,5.0,1000,30.4,54,21,0
2024-08-04,11:00,1,0,,9.44,1000,31.3,51,20,0
2024-08-04,12:00,1,0,,20.54,1000,32.3,48,17,0
2024-08-04,13:00,1,1,TREASURE,33.12,1000,32.9,48,15,0
2024-08-04,14:00,1,0,,35.34,1000,33.1,48,17,0
2024-08-04,15:00,1,0,,26.46,1000,32.7,50,16,0
2024-08-04,16:00,1,0,,22.76,1000,32.2,52,12,0
2024-08-04,17:00,1,0,,16.1,1000,31.6,54,9,0
2024-08-04,18:00,1,0,,7.22,1000,30.7,58,6,0
2024-08-04,19:00,1,0,,5.0,1000,29.5,62,6,0
2024-08-04,20:00,1,0,,5.0,1000,29.0,63,9,0
2024-08-04,21:00,1,0,,5.0,1000,28.6,64,13,0
2024-08-04,22:00,1,0,,5.0,1000,28.3,66,17,0
2024-08-05,10:00,0,0,,5.0,1000,31.1,54,19,0
2024-08-05,11:00,0,0,,5.0,1000,32.1,52,23,0
2024-08-05,12:00,0,0,,5.0,1003,33.1,49,33,0
2024-08-05,13:00,0,0,,5.0,1003,34.0,47,34,0
2024-08-05,14:00,0,0,,5.0,1003,34.3,47,38,0
2024-08-05,15:00,0,0,,5.0,1003,33.5,49,31,0
2024-08-05,16:00,0,0,,5.0,1003,32.9,50,25,0
2024-08-06,10:00,0,0,,5.0,1003,31.5,53,27,0
2024-08-06,11:00,0,0,,5.0,1000,32.5,49,14,0
2024-08-06,12:00,0,0,,5.0,1003,33.6,46,26,0
2024-08-06,13:00,0,0,,5.0,1003,34.4,44,36,0
2024-08-06,14:00,0,0,,5.0,1003,34.9,43,31,0
2024-08-06,15:00,0,0,,5.0,1003,34.3,46,27,0
2024-08-06,16:00,0,0,,5.0,1000,33.5,48,22,0
2024-08-06,17:00,0,0,,5.0,1000,32.8,50,12,0
2024-08-06,18:00,0,0,,5.0,1000,31.9,54,10,0
2024-08-06,19:00,0,0,,5.0,1000,30.9,59,11,0
2024-08-06,20:00,0,0,,5.0,1000,30.1,64,14,0
2024-08-06,21:00,0,0,,5.0,1000,29.5,68,21,0
2024-08-06,22:00,0,0,,5.0,1003,28.9,71,34,0
2024-08-07,10:00,0,0,,5.0,1063,29.6,68,81,45
2024-08-07,11:00,0,0,,5.0,1063,30.7,62,78,45
2024-08-07,12:00,0,0,,5.0,1003,31.5,58,50,45
2024-08-07,13:00,0,0,,5.0,1003,32.2,55,49,0
2024-08-07,14:00,0,0,,5.0,1003,32.6,53,37,0
2024-08-07,15:00,0,0,,5.0,1006,32.7,52,80,45
2024-08-07,16:00,0,0,,5.0,1063,32.7,53,72,45
2024-08-07,17:00,0,0,,5.0,1063,31.8,58,86,45
2024-08-07,18:00,0,0,,5.0,1063,30.6,64,61,100
2024-08-07,19:00,0,0,,5.0,1063,30.0,67,77,45
2024-08-07,20:00,0,0,,5.0,1063,29.5,69,80,45
2024-08-07,21:00,0,0,,5.0,1063,29.2,70,70,45
2024-08-07,22:00,0,0,,5.0,1063,28.9,71,59,45
2024-08-08,10:00,0,0,,5.0,1063,30.7,63,79,45
2024-08-08,11:00,0,0,,5.0,1063,31.4,59,62,45
2024-08-08,12:00,0,0,,5.0,1063,31.7,57,71,45
2024-08-08,13:00,0,0,,5.0,1063,32.0,56,67,45
2024-08-08,14:00,0,0,,5.0,1063,32.1,58,56,45
2024-08-08,15:00,0,0,,5.0,1063,32.1,59,89,45
2024-08-08,16:00,0,0,,5.0,1150,31.9,60,74,100
2024-08-08,17:00,0,0,,5.0,1240,30.9,65,53,100
2024-08-08,18:00,0,0,,5.0,1240,29.9,70,59,100
2024-08-08,19:00,0,0,,5.0,1063,29.4,72,71,100
2024-08-08,20:00,0,0,,5.0,1063,29.1,73,75,45
2024-08-08,21:00,0,0,,5.0,1240,28.5,75,76,100
2024-08-08,22:00,0,0,,5.0,1063,28.3,76,78,100
2024-08-09,10:00,0,0,,5.0,1063,31.2,62,71,45
2024-08-09,11:00,0,0,,5.0,1063,32.2,58,74,45
2024-08-09,12:00,0,0,,5.0,1063,32.8,54,55,45
2024-08-09,13:00,0,0,,5.0,1003,33.1,53,31,45
2024-08-09,14:00,0,0,,5.0,1003,33.5,51,54,0
2024-08-09,15:00,0,0,,7.96,1003,33.8,51,47,45
2024-08-09,16:00,0,0,,7.96,1063,33.9,51,75,45
2024-08-09,17:00,0,0,,7.96,1003,32.9,55,38,0
2024-08-09,18:00,0,0,,5.0,1003,31.6,60,49,45
2024-08-09,19:00,0,0,,5.0,1006,30.6,64,75,45
2024-08-09,20:00,0,0,,5.0,1006,29.8,66,75,0
2024-08-09,21:00,0,0,,5.0,1006,29.5,67,84,0
2024-08-09,22:00,0,0,,5.0,1006,29.2,68,86,0
2024-08-10,10:00,1,0,,5.0,1000,30.8,55,16,0
2024-08-10,11:00,1,0,,5.0,1000,31.7,52,19,0
2024-08-10,12:00,1,0,,7.96,1000,32.9,48,16,0
2024-08-10,13:00,1,0,,7.96,1003,33.7,46,30,0
2024-08-10,14:00,1,0,,5.0,1003,33.7,47,47,0
2024-08-10,15:00,1,0,,5.0,1003,33.6,48,34,0
2024-08-10,16:00,1,0,,5.0,1003,33.6,49,46,0
2024-08-10,17:00,1,0,,5.0,1003,32.8,52,48,0
2024-08-10,18:00,1,0,,5.0,1003,31.7,56,27,0
2024-08-10,19:00,1,0,,5.0,1003,30.9,58,30,0
2024-08-10,20:00,1,0,,5.0,1003,30.5,60,44,0
2024-08-10,21:00,1,0,,5.0,1003,30.0,60,32,0
2024-08-10,22:00,1,0,,5.0,1150,29.5,62,76,100
2024-08-11,10:00,1,0,,10.92,1003,32.4,49,25,0
2024-08-11,11:00,1,0,,14.62,1000,33.5,46,19,0
2024-08-11,12:00,1,0,,10.92,1000,34.5,45,20,0
2024-08-11,13:00,1,0,,14.62,1000,34.8,45,21,0
2024-08-11,14:00,1,0,,10.92,1003,34.6,47,40,0
2024-08-11,15:00,1,0,,10.92,1063,33.5,52,79,45
2024-08-11,16:00,1,0,,10.92,1003,31.8,59,51,0
2024-08-11,17:00,1,0,,10.92,1003,31.6,61,53,0
2024-08-11,18:00,1,0,,10.92,1063,30.9,65,71,45
2024-08-11,19:00,1,0,,10.92,1063,30.1,68,75,100
2024-08-11,20:00,1,0,,7.96,1063,29.9,67,83,45
2024-08-11,21:00,1,0,,5.0,1063,29.9,66,76,45
2024-08-11,22:00,1,0,,5.0,1063,29.8,67,71,45
2024-08-12,10:00,1,0,,13.14,1003,29.9,72,62,0
2024-08-12,11:00,1,0,,13.14,1003,30.9,67,49,0
2024-08-12,12:00,1,0,,10.18,1003,31.3,66,47,0
2024-08-12,13:00,1,0,,10.18,1003,31.6,65,46,0
2024-08-12,14:00,1,0,,10.18,1003,31.3,66,31,0
2024-08-12,15:00,1,0,,13.14,1003,31.2,66,44,0
2024-08-12,16:00,1,0,,10.18,1003,30.5,68,43,0
2024-08-12,17:00,1,0,,7.96,1003,30.3,69,46,0
2024-08-12,18:00,1,0,,5.0,1003,29.8,71,47,0
2024-08-12,19:00,1,0,,5.0,1003,29.4,75,33,0
2024-08-12,20:00,1,0,,5.0,1000,29.1,78,17,0
2024-08-12,21:00,1,0,,5.0,1000,28.7,79,15,0
2024-08-12,22:00,1,0,,5.0,1000,28.5,80,25,0
2024-08-13,10:00,0,0,,5.0,1063,31.2,65,77,100
2024-08-13,11:00,0,0,,5.0,1063,31.5,62,75,45
2024-08-13,12:00,0,0,,5.0,1000,32.1,59,5,0
2024-08-13,13:00,0,0,,5.0,1000,32.8,54,5,45
2024-08-13,14:00,0,0,,5.0,1000,33.3,52,6,45
2024-08-13,15:00,0,0,,5.0,1000,33.3,52,6,45
2024-08-13,16:00,0,0,,5.0,1000,32.8,54,5,45
2024-08-13,17:00,0,0,,5.0,1000,32.0,57,5,45
2024-08-13,18:00,0,0,,5.0,1000,31.1,61,5,45
2024-08-13,19:00,0,0,,5.0,1000,30.3,67,5,0
2024-08-13,20:00,0,0,,5.0,1000,29.7,71,5,0
2024-08-13,21:00,0,0,,5.0,1000,29.3,74,12,0
2024-08-13,22:00,0,0,,5.0,1000,28.9,76,9,0
2024-08-14,10:00,0,0,,5.0,1000,31.2,61,19,45
2024-08-14,11:00,0,0,,12.4,1000,31.9,58,9,0
2024-08-14,12:00,0,0,,12.4,1000,32.7,54,6,45
2024-08-14,13:00,0,0,,12.4,1000,33.3,53,9,45
2024-08-14,14:00,0,0,,12.4,1000,33.0,55,18,45
2024-08-14,15:00,0,0,,12.4,1063,32.4,59,78,45
2024-08-14,16:00,0,0,,5.0,1000,32.1,60,19,45
2024-08-14,17:00,0,0,,5.0,1000,31.5,61,10,0
2024-08-14,18:00,0,0,,5.0,1000,30.9,62,14,0
2024-08-14,19:00,0,0,,5.0,1000,30.1,65,12,0
2024-08-14,20:00,0,0,,5.0,1000,29.5,69,12,0
2024-08-14,21:00,0,0,,5.0,1000,29.0,72,22,0
2024-08-14,22:00,0,0,,5.0,1000,28.7,74,12,0
2024-08-24,19:00,1,0,,10.18,1000,28.6,73,21,0
2024-08-24,20:00,1,0,,5.0,1003,28.4,74,27,0
2024-08-24,21:00,1,0,,5.0,1003,28.3,75,45,0
2024-08-24,22:00,1,0,,5.0,1003,28.1,76,47,0
2024-08-25,10:00,1,0,,5.0,1063,30.2,66,75,45
2024-08-25,11:00,1,0,,7.96,1063,30.7,64,85,45
2024-08-25,12:00,1,0,,7.96,1063,31.1,62,73,45
2024-08-25,13:00,1,0,,7.96,1003,31.4,60,32,45
2024-08-25,14:00,1,0,,14.62,1000,31.4,60,17,45
2024-08-25,15:00,1,0,,7.96,1000,31.1,62,13,45
2024-08-25,16:00,1,0,,14.62,1000,30.5,65,15,45
2024-08-25,17:00,1,0,,79.0,1000,29.8,69,17,45
2024-08-25,18:00,1,0,,79.0,1000,29.0,73,13,0
2024-08-25,19:00,1,0,,70.12,1003,28.4,76,36,0
2024-08-25,20:00,1,0,,57.54,1003,28.0,77,51,45
2024-08-25,21:00,1,0,,50.88,1003,27.8,77,47,45
2024-08-25,22:00,1,0,,25.72,1003,27.5,78,40,45
2024-08-26,10:00,0,0,,5.0,1063,29.0,68,61,45
2024-08-26,11:00,0,0,,5.0,1150,29.8,64,74,100
2024-08-26,12:00,0,0,,5.0,1063,30.4,62,86,45
2024-08-26,13:00,0,0,,5.0,1063,30.6,61,72,45
2024-08-26,14:00,0,0,,5.0,1063,30.7,61,87,45
2024-08-26,15:00,0,0,,5.0,1063,30.6,62,70,45
2024-08-26,16:00,0,0,,8.7,1000,30.4,62,10,45
2024-08-26,17:00,0,0,,8.7,1000,29.9,65,20,45
2024-08-26,18:00,0,0,,5.0,1000,29.3,68,22,45
2024-08-26,19:00,0,0,,8.7,1063,28.7,71,86,45
2024-08-26,20:00,0,0,,8.7,1063,28.3,74,76,45
2024-08-26,21:00,0,0,,8.7,1003,27.9,77,28,45
2024-08-26,22:00,0,0,,8.7,1063,27.6,77,88,45
2024-08-27,10:00,0,0,,6.48,1240,29.6,66,53,100
2024-08-27,11:00,0,0,,7.96,1150,30.1,65,72,100
2024-08-27,12:00,0,0,,7.96,1063,30.2,65,87,100
2024-08-27,13:00,0,0,,7.96,1150,30.3,64,82,100
2024-08-27,14:00,0,0,,7.96,1063,30.2,65,70,100
2024-08-27,15:00,0,0,,7.96,1063,30.0,66,75,100
2024-08-27,16:00,0,0,,7.96,1063,29.6,67,84,45
2024-08-27,17:00,0,0,,11.66,1063,29.1,69,87,45
2024-08-27,18:00,0,1,ACTORS☆LEAGUE in Dance 2024,22.02,1063,28.5,72,77,45
2024-08-27,19:00,0,0,,26.46,1063,28.0,74,79,45
2024-08-27,20:00,0,0,,18.32,1063,27.8,74,75,100
2024-08-27,21:00,0,0,,14.62,1063,27.6,75,81,45
2024-08-27,22:00,0,0,,13.14,1063,27.4,76,76,45
2024-08-28,10:00,0,0,,5.0,1063,29.8,64,53,45
2024-08-28,11:00,0,0,,5.0,1063,30.3,62,80,45
2024-08-28,12:00,0,0,,5.0,1063,30.7,60,77,45
2024-08-28,13:00,0,0,,5.0,1063,31.0,58,59,45
2024-08-28,14:00,0,0,,5.0,1003,31.1,58,46,45
2024-08-28,15:00,0,0,,5.0,1003,30.9,58,31,45
2024-08-28,16:00,0,0,,5.0,1000,30.4,58,19,0
2024-08-28,17:00,0,0,,5.0,1000,30.0,59,14,0
2024-08-28,18:00,0,0,,5.0,1000,29.2,62,13,0
2024-08-28,19:00,0,0,,5.0,1000,28.7,64,12,0
2024-08-28,20:00,0,0,,5.0,1000,28.4,65,12,0
2024-08-28,21:00,0,0,,5.0,1000,28.0,67,10,0
2024-08-28,22:00,0,0,,5.0,1000,27.7,70,9,0
2024-08-29,10:00,0,0,,5.0,1063,29.2,64,77,45
2024-08-29,11:00,0,0,,5.0,1063,30.0,59,89,45
2024-08-29,12:00,0,0,,5.0,1063,30.8,55,83,45
2024-08-29,13:00,0,0,,5.0,1063,31.2,54,79,45
2024-08-29,14:00,0,0,,5.0,1063,31.3,55,83,45
2024-08-29,15:00,0,0,,5.0,1063,30.9,58,88,45
2024-08-29,16:00,0,0,,5.0,1063,30.5,60,80,45
2024-08-29,17:00,0,0,,5.0,1150,30.0,63,83,100
2024-08-29,18:00,0,0,,5.0,1063,29.1,67,86,100
2024-08-29,19:00,0,0,,5.0,1150,28.4,70,52,100
